id_cliente,tipo_pessoa,tipo_imovel,quantidade_equipamentos,diversidade_equipamentos,horas_uso_diario_media,dias_uso_mes_media,faixa_uso_diario,faixa_dias_uso,qtd_banheiro,qtd_climatizacao,qtd_cozinha,qtd_entretenimento,qtd_iluminacao,qtd_industrial,qtd_limpeza,qtd_ti,consumo_total_kwh
484,PF,Residencial,18,8,10.175,22.75,Alto,Frequente,4,0,10,2,0,0,0,2,3823.5299999999997
485,PF,Residencial,12,5,6.12,25.6,Medio,Constante,3,0,3,3,0,0,3,0,3944.9640000000004
486,PJ,Residencial,18,7,5.985714285714286,25.428571428571427,Medio,Constante,3,5,10,0,0,0,0,0,4578.696
487,PF,Residencial,11,4,5.725,19.5,Medio,Frequente,3,2,6,0,0,0,0,0,3917.5199999999995
488,PF,Comercial,70,8,5.4,21.125,Medio,Frequente,0,17,21,9,3,0,0,20,4796.466
489,PJ,Residencial,9,5,4.64,17.0,Medio,Frequente,2,3,2,0,0,0,0,2,1244.3899999999999
490,PJ,Residencial,16,8,7.725,22.0,Medio,Frequente,3,3,6,4,0,0,0,0,2758.63
491,PF,Residencial,15,7,7.985714285714286,23.142857142857142,Medio,Frequente,2,2,5,0,0,0,3,3,3919.8360000000002
492,PF,Residencial,18,8,8.375,23.0,Alto,Frequente,4,4,0,6,0,0,1,3,3311.973
493,PF,Residencial,3,3,5.3999999999999995,23.666666666666668,Medio,Frequente,0,0,2,0,0,0,0,1,421.89000000000004
494,PF,Residencial,10,6,6.0,21.833333333333332,Medio,Frequente,1,0,4,1,0,0,2,2,1403.3
495,PF,Comercial,48,6,6.2,21.5,Medio,Frequente,0,9,10,10,14,0,0,5,2962.56
496,PF,Comercial,16,4,10.35,25.5,Alto,Constante,0,2,4,0,0,0,0,10,4073.1
497,PF,Comercial,46,7,6.3999999999999995,23.142857142857142,Medio,Frequente,0,11,18,2,12,0,0,3,2106.74
498,PF,Residencial,7,3,6.933333333333334,24.333333333333332,Medio,Frequente,0,0,5,2,0,0,0,0,143.59199999999998
499,PJ,Residencial,9,5,9.92,23.2,Alto,Frequente,0,1,6,2,0,0,0,0,967.784
500,PF,Comercial,32,5,9.0,21.6,Alto,Frequente,0,13,10,9,0,0,0,0,3753.9840000000004
501,PF,Residencial,9,5,10.18,19.2,Alto,Frequente,0,4,1,1,0,0,0,3,619.37
502,PF,Residencial,16,7,5.514285714285714,24.571428571428573,Medio,Frequente,5,3,4,1,0,0,0,3,5056.344999999999
503,PF,Residencial,7,5,7.9799999999999995,23.0,Medio,Frequente,1,1,2,3,0,0,0,0,885.9300000000001
504,PJ,Residencial,14,6,8.666666666666666,18.666666666666668,Alto,Frequente,1,2,6,5,0,0,0,0,1812.0619999999997
505,PF,Residencial,9,4,6.65,22.75,Medio,Frequente,5,0,4,0,0,0,0,0,4898.07
506,PF,Residencial,8,4,8.15,20.0,Alto,Frequente,3,1,2,0,0,0,2,0,1976.9519999999998
507,PJ,Residencial,7,3,7.733333333333333,19.666666666666668,Medio,Frequente,0,3,4,0,0,0,0,0,869.7599999999999
508,PJ,Residencial,6,3,5.6000000000000005,20.333333333333332,Medio,Frequente,0,0,1,3,0,0,2,0,103.46200000000002
509,PJ,Comercial,56,7,19.62857142857143,22.428571428571427,Alto,Frequente,0,22,14,13,3,0,0,4,6868.5
510,PJ,Comercial,49,6,7.599999999999999,24.5,Medio,Frequente,0,18,16,10,5,0,0,0,6421.771999999999
511,PF,Comercial,76,8,7.1,24.625,Medio,Frequente,0,27,17,10,11,0,0,11,6299.472
512,PF,Comercial,34,5,6.859999999999999,20.0,Medio,Frequente,0,4,8,0,11,0,0,11,2379.0
513,PJ,Industrial,54,5,6.92,22.0,Medio,Frequente,0,5,0,0,14,10,0,25,19222.0
514,PJ,Residencial,15,7,7.485714285714286,20.428571428571427,Medio,Frequente,1,3,11,0,0,0,0,0,2033.2800000000002
515,PF,Residencial,15,8,7.1375,23.375,Medio,Frequente,2,0,9,0,0,0,3,1,2309.268
516,PF,Residencial,7,4,5.825,21.75,Medio,Frequente,1,0,3,0,0,0,0,3,490.88700000000006
517,PF,Comercial,46,6,8.916666666666666,19.333333333333332,Alto,Frequente,0,10,13,9,14,0,0,0,2726.82
518,PJ,Comercial,77,8,8.950000000000001,23.25,Alto,Frequente,0,26,10,10,14,0,0,17,12032.470000000001
519,PJ,Residencial,9,5,7.340000000000001,27.0,Medio,Constante,0,0,6,3,0,0,0,0,562.71
520,PF,Industrial,24,4,10.675,19.75,Alto,Frequente,0,2,0,0,6,0,0,16,5432.06
521,PF,Residencial,9,5,6.42,20.8,Medio,Frequente,0,0,4,3,0,0,2,0,201.13399999999996
522,PF,Industrial,20,3,7.766666666666666,17.666666666666668,Medio,Frequente,0,0,0,0,11,4,0,5,3008.5499999999997
523,PJ,Residencial,6,3,6.833333333333333,24.333333333333332,Medio,Frequente,1,0,5,0,0,0,0,0,1841.0700000000002
524,PJ,Residencial,14,7,7.242857142857143,22.714285714285715,Medio,Frequente,0,3,6,2,0,0,0,3,1789.7250000000001
525,PJ,Residencial,11,5,4.4,17.8,Medio,Frequente,3,0,3,1,0,0,1,3,2309.1
526,PF,Residencial,16,7,10.214285714285714,24.428571428571427,Alto,Frequente,0,3,8,0,0,0,3,2,1730.382
527,PF,Residencial,10,5,6.16,25.8,Medio,Constante,0,0,2,4,0,0,1,3,237.416
528,PF,Residencial,13,7,8.485714285714286,21.714285714285715,Alto,Frequente,1,1,10,1,0,0,0,0,1549.0800000000002
529,PF,Comercial,45,5,6.32,22.6,Medio,Frequente,0,18,0,3,13,0,0,11,4076.4200000000005
530,PJ,Residencial,14,8,7.4,23.375,Medio,Frequente,2,0,8,2,0,0,0,2,3847.2599999999998
531,PJ,Residencial,5,5,10.34,22.6,Alto,Frequente,2,0,0,1,0,0,1,1,2817.0099999999998
532,PJ,Comercial,49,8,7.5125,25.375,Medio,Constante,0,17,10,6,2,0,0,14,5576.087
533,PJ,Comercial,50,8,6.95,23.625,Medio,Frequente,0,11,8,4,10,0,0,17,2855.539
534,PF,Residencial,9,4,9.175,22.5,Alto,Frequente,0,0,8,1,0,0,0,0,509.4839999999999
535,PJ,Residencial,14,6,5.583333333333333,18.5,Medio,Frequente,6,0,4,2,0,0,0,2,2674.06
536,PJ,Residencial,14,7,5.385714285714286,22.571428571428573,Medio,Frequente,5,0,5,1,0,0,0,3,3558.009
537,PJ,Residencial,6,3,7.7,20.333333333333332,Medio,Frequente,0,3,2,1,0,0,0,0,830.92
538,PF,Comercial,22,5,7.779999999999999,23.2,Medio,Frequente,0,4,12,3,3,0,0,0,2482.2
539,PF,Residencial,14,7,7.171428571428572,22.428571428571427,Medio,Frequente,4,4,5,0,0,0,1,0,5369.586
540,PF,Residencial,10,4,4.7749999999999995,18.75,Medio,Frequente,0,3,2,2,0,0,3,0,193.83999999999997
541,PJ,Comercial,63,8,7.9,19.375,Medio,Frequente,0,14,14,7,11,0,0,17,7246.11
542,PF,Residencial,6,3,6.533333333333334,21.666666666666668,Medio,Frequente,0,2,4,0,0,0,0,0,241.14600000000002
543,PF,Residencial,18,8,7.975,22.125,Medio,Frequente,6,0,6,3,0,0,0,3,5120.28
544,PF,Residencial,18,8,8.2125,22.125,Alto,Frequente,0,1,11,3,0,0,0,3,1433.872
545,PF,Industrial,16,3,7.3,24.333333333333332,Medio,Frequente,0,9,0,0,5,2,0,0,4297.26
546,PF,Residencial,20,8,7.225,23.0,Medio,Frequente,5,3,8,2,0,0,0,2,5107.018
547,PF,Comercial,53,7,9.557142857142859,20.857142857142858,Alto,Frequente,0,23,3,6,4,0,0,17,5874.2390000000005
548,PF,Residencial,9,4,8.3,24.25,Alto,Frequente,2,0,7,0,0,0,0,0,3726.612
549,PF,Residencial,11,6,8.283333333333333,24.333333333333332,Alto,Frequente,1,1,6,2,0,0,0,1,1329.816
550,PJ,Comercial,44,4,8.55,22.75,Alto,Frequente,0,22,0,0,11,0,0,11,5834.9
551,PF,Industrial,32,5,8.48,25.2,Alto,Constante,0,6,0,0,3,10,0,13,19853.72
552,PJ,Comercial,36,5,6.62,21.6,Medio,Frequente,0,8,5,0,9,0,0,14,7705.467
553,PF,Comercial,30,4,6.975,20.75,Medio,Frequente,0,5,0,14,0,0,0,11,4286.255999999999
554,PF,Comercial,43,7,7.1571428571428575,23.857142857142858,Medio,Frequente,0,17,4,11,0,0,0,11,3483.8699999999994
555,PJ,Residencial,8,4,5.35,20.0,Medio,Frequente,4,2,0,0,0,0,0,2,2296.53
556,PF,Residencial,5,4,7.5,25.0,Medio,Frequente,1,2,1,1,0,0,0,0,2152.06
557,PF,Comercial,35,4,7.6,21.25,Medio,Frequente,0,9,8,0,7,0,0,11,7016.792
558,PF,Residencial,7,5,5.24,25.8,Medio,Constante,1,2,1,3,0,0,0,0,670.514
559,PJ,Comercial,15,4,9.125,23.25,Alto,Frequente,0,4,4,0,0,0,0,7,2317.9399999999996
560,PF,Industrial,19,3,10.066666666666666,22.333333333333332,Alto,Frequente,0,10,0,0,0,6,0,3,14157.6
561,PJ,Residencial,9,5,8.239999999999998,22.8,Alto,Frequente,4,0,3,0,0,0,0,2,6283.75
562,PF,Residencial,9,4,4.4,22.5,Medio,Frequente,3,2,4,0,0,0,0,0,1645.3050000000003
563,PF,Comercial,31,6,8.416666666666666,22.166666666666668,Alto,Frequente,0,5,16,0,8,0,0,2,3855.804
564,PF,Residencial,20,8,10.3625,20.25,Alto,Frequente,2,0,8,4,0,0,3,3,4499.447999999999
565,PF,Comercial,30,4,10.225,19.0,Alto,Frequente,0,2,0,13,7,0,0,8,5200.9
566,PF,Residencial,13,7,6.057142857142857,19.571428571428573,Medio,Frequente,0,1,9,2,0,0,0,1,833.526
567,PF,Comercial,60,6,22.833333333333332,23.666666666666668,Alto,Frequente,0,9,11,13,11,0,0,16,9353.33
568,PF,Residencial,17,8,5.1625,23.25,Medio,Frequente,1,6,7,0,0,0,0,3,1862.2770000000003
569,PJ,Comercial,37,4,9.1,21.5,Alto,Frequente,0,4,0,12,10,0,0,11,5766.776000000001
570,PF,Residencial,19,7,8.571428571428571,24.285714285714285,Alto,Frequente,0,0,11,2,0,0,3,3,1972.239
571,PF,Residencial,8,6,6.766666666666667,22.166666666666668,Medio,Frequente,1,0,5,2,0,0,0,0,1005.8599999999999
572,PJ,Residencial,20,8,4.4,22.375,Medio,Frequente,3,3,5,5,0,0,3,1,1104.48
573,PF,Comercial,59,8,5.5,21.25,Medio,Frequente,0,17,8,6,2,0,0,26,6269.92
574,PF,Comercial,46,5,10.0,22.2,Alto,Frequente,0,10,0,10,12,0,0,14,13244.128
575,PJ,Residencial,16,8,7.8,21.875,Medio,Frequente,4,1,9,2,0,0,0,0,3000.21
576,PJ,Residencial,15,6,8.966666666666667,21.5,Alto,Frequente,3,3,3,1,0,0,3,2,3889.0109999999995
577,PF,Residencial,13,5,10.78,22.4,Alto,Frequente,0,3,10,0,0,0,0,0,3566.4480000000003
578,PJ,Comercial,42,6,8.566666666666666,22.333333333333332,Alto,Frequente,0,0,13,7,12,0,0,10,3763.49
579,PF,Comercial,26,4,7.425,21.25,Medio,Frequente,0,12,3,3,0,0,0,8,5008.889999999999
580,PF,Residencial,13,7,7.185714285714285,24.142857142857142,Medio,Frequente,0,2,7,0,0,0,3,1,649.7219999999999
581,PF,Residencial,11,6,9.433333333333332,23.666666666666668,Alto,Frequente,0,2,8,1,0,0,0,0,1649.235
582,PJ,Residencial,9,5,6.92,20.2,Medio,Frequente,0,0,8,0,0,0,1,0,774.48
583,PF,Residencial,13,5,6.359999999999999,23.6,Medio,Frequente,6,3,0,2,0,0,0,2,2121.19
584,PF,Residencial,14,5,6.720000000000001,21.0,Medio,Frequente,6,0,5,3,0,0,0,0,9579.252
585,PF,Industrial,29,4,6.55,24.25,Medio,Frequente,0,7,0,0,8,0,0,14,5446.4800000000005
586,PF,Residencial,6,4,5.775,24.0,Medio,Frequente,0,2,3,0,0,0,1,0,437.808
587,PF,Comercial,47,6,10.466666666666667,22.5,Alto,Frequente,0,15,14,2,7,0,0,9,8029.54
588,PF,Residencial,6,4,7.324999999999999,18.0,Medio,Frequente,1,3,2,0,0,0,0,0,447.78000000000003
589,PF,Residencial,4,3,6.3999999999999995,23.666666666666668,Medio,Frequente,1,2,1,0,0,0,0,0,919.24
590,PF,Comercial,58,7,8.2,24.0,Alto,Frequente,0,17,21,11,3,0,0,6,5968.134
591,PF,Comercial,24,4,7.65,22.75,Medio,Frequente,0,4,8,0,7,0,0,5,2668.232
592,PF,Industrial,34,5,6.779999999999999,23.2,Medio,Frequente,0,7,0,0,4,2,0,21,7609.08
593,PF,Residencial,15,8,8.7125,22.5,Alto,Frequente,0,3,8,3,0,0,1,0,3162.072
594,PF,Residencial,15,7,10.285714285714286,20.571428571428573,Alto,Frequente,6,1,4,2,0,0,0,2,9449.045999999998
595,PJ,Comercial,28,4,9.475,20.25,Alto,Frequente,0,0,2,9,0,0,0,17,6355.29
596,PF,Residencial,7,4,6.6499999999999995,22.25,Medio,Frequente,0,1,5,0,0,0,1,0,521.5799999999999
597,PF,Residencial,9,3,8.166666666666666,24.333333333333332,Alto,Frequente,0,0,6,0,0,0,0,3,1784.9400000000003
598,PF,Residencial,15,6,6.883333333333333,22.833333333333332,Medio,Frequente,0,0,10,2,0,0,0,3,886.25
599,PF,Residencial,14,7,7.485714285714286,22.857142857142858,Medio,Frequente,0,0,10,2,0,0,1,1,1002.82
600,PF,Comercial,57,8,5.475,20.125,Medio,Frequente,0,20,11,8,3,0,0,15,2899.592
601,PF,Residencial,9,5,7.359999999999999,20.4,Medio,Frequente,0,0,2,3,0,0,2,2,686.34
602,PF,Residencial,8,4,7.975,25.0,Medio,Frequente,0,3,2,1,0,0,0,2,1081.8600000000001
603,PF,Residencial,16,7,8.685714285714285,23.857142857142858,Alto,Frequente,2,0,4,6,0,0,2,2,4215.155
604,PF,Residencial,7,4,8.55,22.0,Alto,Frequente,1,2,1,3,0,0,0,0,634.018
605,PF,Residencial,12,6,5.133333333333334,24.0,Medio,Frequente,0,0,9,2,0,0,0,1,448.51
606,PF,Residencial,14,7,5.928571428571429,21.142857142857142,Medio,Frequente,3,1,7,3,0,0,0,0,4323.09
607,PF,Residencial,10,5,8.8,23.8,Alto,Frequente,3,3,2,0,0,0,0,2,8189.07
608,PF,Comercial,29,4,9.1,26.25,Alto,Constante,0,6,3,0,14,0,0,6,11019.48
609,PF,Residencial,14,8,5.675,21.125,Medio,Frequente,2,0,9,2,0,0,1,0,1217.0059999999999
610,PF,Residencial,9,5,6.720000000000001,20.8,Medio,Frequente,5,0,1,1,0,0,2,0,2436.7380000000003
611,PF,Comercial,49,6,7.883333333333333,23.666666666666668,Medio,Frequente,0,15,23,0,0,0,0,11,7414.752
612,PJ,Comercial,25,4,7.525,22.5,Medio,Frequente,0,7,0,0,6,0,0,12,3687.708
613,PF,Residencial,16,8,8.4625,25.375,Alto,Constante,4,0,7,4,0,0,0,1,4382.032
614,PF,Residencial,4,3,10.533333333333333,22.666666666666668,Alto,Frequente,1,3,0,0,0,0,0,0,1775.8899999999999
615,PJ,Residencial,12,5,9.58,22.8,Alto,Frequente,0,2,1,6,0,0,0,3,428.354
616,PJ,Comercial,74,7,8.371428571428572,21.857142857142858,Alto,Frequente,0,14,15,14,10,0,0,21,10408.955
617,PF,Industrial,49,5,5.86,19.8,Medio,Frequente,0,3,0,0,11,14,0,21,13058.9
618,PF,Comercial,69,8,8.3,23.625,Alto,Frequente,0,21,20,14,7,0,0,7,8470.528
619,PJ,Residencial,10,4,8.725000000000001,23.25,Alto,Frequente,3,0,5,2,0,0,0,0,2849.9700000000003
620,PJ,Comercial,47,7,7.957142857142857,22.857142857142858,Medio,Frequente,0,9,9,8,2,0,0,19,7337.41
621,PF,Residencial,11,6,5.0,20.666666666666668,Medio,Frequente,0,2,8,0,0,0,1,0,458.75600000000003
622,PF,Residencial,14,7,7.8428571428571425,24.714285714285715,Medio,Frequente,5,0,6,3,0,0,0,0,5023.030000000001
623,PF,Residencial,17,8,8.175,24.0,Alto,Frequente,3,1,7,6,0,0,0,0,3414.6959999999995
624,PF,Industrial,44,5,6.08,22.0,Medio,Frequente,0,8,0,0,14,6,0,16,13203.165
625,PF,Residencial,7,4,5.925,21.75,Medio,Frequente,1,0,1,3,0,0,2,0,1050.388
626,PF,Comercial,28,5,8.26,21.2,Alto,Frequente,0,0,13,7,2,0,0,6,1477.25
627,PF,Residencial,11,6,8.166666666666666,21.666666666666668,Alto,Frequente,0,3,6,2,0,0,0,0,277.95799999999997
628,PJ,Residencial,17,8,9.175,23.0,Alto,Frequente,2,0,7,3,0,0,3,2,4478.1140000000005
629,PF,Residencial,7,4,8.525,24.5,Alto,Frequente,1,0,4,0,0,0,0,2,987.45
630,PF,Residencial,9,4,8.15,22.0,Alto,Frequente,0,1,3,5,0,0,0,0,1100.798
631,PJ,Comercial,46,7,9.257142857142856,24.142857142857142,Alto,Frequente,0,17,19,0,2,0,0,8,6449.905
632,PJ,Residencial,20,8,9.5,20.25,Alto,Frequente,3,4,7,0,0,0,3,3,5187.04
633,PF,Comercial,43,4,7.025,24.25,Medio,Frequente,0,20,10,0,0,0,0,13,2639.8450000000003
634,PF,Comercial,52,6,8.516666666666666,23.0,Alto,Frequente,0,13,9,10,11,0,0,9,6207.379999999999
635,PF,Industrial,42,5,10.08,22.2,Alto,Frequente,0,4,0,0,12,2,0,24,17526.25
636,PF,Residencial,7,5,5.96,20.4,Medio,Frequente,1,0,3,0,0,0,1,2,1141.664
637,PF,Residencial,13,5,6.68,19.0,Medio,Frequente,0,0,7,3,0,0,3,0,928.602
638,PF,Residencial,12,6,5.416666666666667,22.666666666666668,Medio,Frequente,3,2,6,0,0,0,0,1,859.634
639,PF,Industrial,28,4,5.3,24.75,Medio,Frequente,0,3,0,0,5,10,0,10,18095.0
640,PF,Industrial,33,4,6.625,20.0,Medio,Frequente,0,9,0,0,7,14,0,3,11162.699999999999
641,PF,Residencial,13,6,7.916666666666667,23.666666666666668,Medio,Frequente,2,2,4,0,0,0,2,3,2763.468
642,PF,Comercial,62,8,8.3,21.375,Alto,Frequente,0,18,14,3,4,0,0,23,6075.984
643,PF,Residencial,3,3,8.533333333333333,18.666666666666668,Alto,Frequente,1,0,0,0,0,0,1,1,857.723
644,PF,Comercial,31,4,9.05,21.75,Alto,Frequente,0,12,5,0,14,0,0,0,3380.67
645,PF,Residencial,16,8,5.6,23.5,Medio,Frequente,1,0,10,2,0,0,3,0,1644.4470000000001
646,PJ,Comercial,36,4,8.625,23.25,Alto,Frequente,0,10,3,0,9,0,0,14,7369.420000000001
647,PF,Residencial,12,5,6.32,25.6,Medio,Constante,3,0,5,0,0,0,2,2,3280.956
648,PF,Comercial,67,8,8.2625,20.625,Alto,Frequente,0,18,16,3,12,0,0,18,4924.7919999999995
649,PJ,Comercial,31,5,8.0,25.2,Medio,Constante,0,5,7,10,4,0,0,5,1323.54
650,PF,Comercial,57,6,4.95,22.833333333333332,Medio,Frequente,0,10,23,11,13,0,0,0,1814.568
651,PF,Residencial,6,3,13.033333333333333,26.0,Alto,Constante,3,0,2,1,0,0,0,0,6115.2300000000005
652,PF,Residencial,8,3,4.3999999999999995,21.333333333333332,Medio,Frequente,0,3,3,0,0,0,0,2,81.456
653,PF,Residencial,5,3,5.333333333333333,20.0,Medio,Frequente,3,0,1,1,0,0,0,0,1733.1650000000004
654,PJ,Residencial,18,8,7.125,19.75,Medio,Frequente,4,0,10,1,0,0,0,3,5225.5199999999995
655,PF,Residencial,8,5,9.620000000000001,21.8,Alto,Frequente,0,0,5,1,0,0,1,1,1968.1989999999998
656,PF,Industrial,53,5,5.6,21.8,Medio,Frequente,0,11,0,0,9,6,0,27,12426.419999999998
657,PF,Residencial,6,3,5.2,23.333333333333332,Medio,Frequente,0,1,5,0,0,0,0,0,703.3839999999998
658,PF,Residencial,6,3,7.066666666666666,20.666666666666668,Medio,Frequente,0,0,0,4,0,0,2,0,78.394
659,PF,Residencial,12,6,6.3,22.666666666666668,Medio,Frequente,5,5,0,1,0,0,1,0,2768.2599999999998
660,PF,Residencial,9,5,10.7,21.6,Alto,Frequente,0,1,6,0,0,0,0,2,1462.548
661,PF,Comercial,59,8,4.9125,21.625,Medio,Frequente,0,21,10,10,5,0,0,13,5006.023999999999
662,PJ,Residencial,9,7,8.214285714285714,22.285714285714285,Alto,Frequente,3,0,4,0,0,0,0,2,3803.1830000000004
663,PF,Industrial,18,3,8.233333333333334,23.0,Alto,Frequente,0,0,0,0,4,0,0,14,5520.3
664,PF,Residencial,11,6,7.3999999999999995,23.166666666666668,Medio,Frequente,3,3,1,3,0,0,1,0,2894.49
665,PF,Industrial,33,4,6.975,22.0,Medio,Frequente,0,13,0,0,0,13,0,7,14847.96
666,PF,Comercial,38,5,6.88,19.6,Medio,Frequente,0,20,13,0,5,0,0,0,3831.594
667,PF,Residencial,12,5,6.18,19.6,Medio,Frequente,0,2,7,0,0,0,0,3,997.6199999999999
668,PF,Industrial,24,5,7.68,22.4,Medio,Frequente,0,4,0,0,11,3,0,6,6001.320000000001
669,PF,Residencial,10,5,8.459999999999999,22.8,Alto,Frequente,2,0,5,3,0,0,0,0,3899.01
670,PF,Comercial,53,6,8.033333333333333,19.833333333333332,Alto,Frequente,0,6,20,14,5,0,0,8,7974.659999999999
671,PF,Residencial,3,3,8.033333333333333,22.666666666666668,Alto,Frequente,0,0,2,1,0,0,0,0,688.4999999999999
672,PJ,Comercial,45,5,9.16,22.2,Alto,Frequente,0,12,10,2,9,0,0,12,7055.660000000001
673,PF,Comercial,66,8,7.875,22.125,Medio,Frequente,0,21,10,4,10,0,0,21,8103.557
674,PF,Comercial,36,5,3.88,21.4,Baixo,Frequente,0,9,0,12,0,0,0,15,1242.32
675,PF,Comercial,51,7,6.6571428571428575,22.571428571428573,Medio,Frequente,0,8,10,12,0,0,0,21,3991.3600000000006
676,PJ,Residencial,12,4,8.05,26.75,Alto,Constante,3,0,6,0,0,0,3,0,5031.144
677,PF,Residencial,8,4,6.45,26.5,Medio,Constante,1,0,1,3,0,0,3,0,1746.7599999999998
678,PF,Residencial,8,4,5.775,22.0,Medio,Frequente,0,0,5,0,0,0,3,0,250.94400000000002
679,PJ,Residencial,12,7,20.97142857142857,21.857142857142858,Alto,Frequente,2,1,3,1,0,0,2,3,3557.916
680,PJ,Comercial,74,7,7.442857142857143,21.428571428571427,Medio,Frequente,0,25,21,0,5,0,0,23,8534.382
681,PJ,Residencial,9,5,9.48,24.6,Alto,Frequente,0,1,8,0,0,0,0,0,3219.156000000001
682,PF,Industrial,43,4,3.325,20.5,Baixo,Frequente,0,13,0,0,11,5,0,14,3556.7500000000005
683,PF,Comercial,46,6,7.016666666666667,19.5,Medio,Frequente,0,12,12,14,6,0,0,2,3491.876
684,PF,Comercial,37,7,6.142857142857143,21.428571428571427,Medio,Frequente,0,10,9,2,0,0,0,16,3035.965
685,PJ,Residencial,12,7,4.8428571428571425,24.428571428571427,Medio,Frequente,4,1,2,5,0,0,0,0,3616.428
686,PF,Comercial,40,5,6.92,22.4,Medio,Frequente,0,0,13,13,0,0,0,14,2219.23
687,PF,Industrial,36,3,6.8,21.333333333333332,Medio,Frequente,0,9,0,0,13,14,0,0,32197.440000000002
688,PF,Residencial,9,4,10.075,21.0,Alto,Frequente,5,4,0,0,0,0,0,0,5652.192
689,PJ,Comercial,20,4,9.524999999999999,23.25,Alto,Frequente,0,10,7,0,0,0,0,3,2972.829999999999
690,PF,Comercial,33,5,5.3,24.2,Medio,Frequente,0,4,12,3,8,0,0,6,1962.85
691,PF,Residencial,16,8,10.174999999999999,20.75,Alto,Frequente,3,1,6,3,0,0,0,3,3166.25
692,PF,Residencial,9,4,10.325,19.5,Alto,Frequente,5,0,1,0,0,0,3,0,4476.675
693,PF,Residencial,5,3,6.733333333333333,21.666666666666668,Medio,Frequente,2,0,0,1,0,0,0,2,1105.33
694,PF,Residencial,18,8,10.15,23.625,Alto,Frequente,2,5,8,0,0,0,0,3,3790.4610000000002
695,PF,Residencial,9,5,6.2,22.0,Medio,Frequente,0,2,3,1,0,0,0,3,293.738
696,PF,Residencial,6,3,7.166666666666667,24.666666666666668,Medio,Frequente,3,0,1,0,0,0,2,0,3922.6039999999994
697,PF,Residencial,11,5,9.120000000000001,22.0,Alto,Frequente,0,2,4,5,0,0,0,0,596.776
698,PF,Residencial,8,4,5.45,24.5,Medio,Frequente,0,4,0,1,0,0,3,0,172.72099999999998
699,PF,Industrial,22,3,9.133333333333333,20.666666666666668,Alto,Frequente,0,0,0,0,5,10,0,7,9943.0
700,PF,Residencial,12,6,7.75,21.5,Medio,Frequente,0,2,6,2,0,0,2,0,1236.332
701,PF,Industrial,30,4,11.075,23.25,Alto,Frequente,0,7,0,0,9,0,0,14,10395.6
702,PF,Residencial,12,6,5.949999999999999,22.0,Medio,Frequente,1,0,6,3,0,0,2,0,1859.58
703,PF,Residencial,16,8,6.199999999999999,22.0,Medio,Frequente,2,4,7,1,0,0,0,2,628.347
704,PF,Residencial,12,6,9.883333333333333,22.0,Alto,Frequente,3,2,4,1,0,0,0,2,4390.095
705,PF,Residencial,17,7,5.114285714285714,22.428571428571427,Medio,Frequente,0,3,7,5,0,0,0,2,1170.21
706,PJ,Residencial,6,3,12.6,23.333333333333332,Alto,Frequente,0,1,5,0,0,0,0,0,960.048
707,PF,Comercial,47,7,7.285714285714286,24.428571428571427,Medio,Frequente,0,16,13,9,3,0,0,6,4398.031
708,PJ,Residencial,13,7,5.585714285714286,18.857142857142858,Medio,Frequente,0,4,5,4,0,0,0,0,679.722
709,PF,Comercial,66,8,6.9125000000000005,22.5,Medio,Frequente,0,23,11,3,12,0,0,17,6607.724
710,PF,Comercial,42,5,7.68,24.8,Medio,Frequente,0,18,19,0,5,0,0,0,4206.495
711,PJ,Residencial,8,5,8.42,21.8,Alto,Frequente,2,2,2,2,0,0,0,0,3887.4900000000002
712,PF,Residencial,6,3,8.633333333333333,20.666666666666668,Alto,Frequente,0,0,5,0,0,0,1,0,651.096
713,PF,Comercial,62,7,7.0,22.0,Medio,Frequente,0,20,11,5,4,0,0,22,5616.61
714,PF,Residencial,12,5,25.34,21.6,Alto,Frequente,3,1,8,0,0,0,0,0,3039.624
715,PF,Residencial,13,7,8.114285714285714,23.142857142857142,Alto,Frequente,0,5,7,1,0,0,0,0,877.752
716,PJ,Industrial,13,3,8.200000000000001,23.333333333333332,Alto,Frequente,0,7,0,0,4,0,0,2,3449.6
717,PJ,Residencial,17,7,8.4,20.428571428571427,Alto,Frequente,0,3,9,2,0,0,3,0,1768.5720000000001
718,PF,Comercial,43,4,9.3,19.75,Alto,Frequente,0,23,0,0,8,0,0,12,5383.0
719,PF,Industrial,28,4,10.825,22.25,Alto,Frequente,0,3,0,0,12,11,0,2,16844.4
720,PJ,Residencial,14,8,8.4625,22.125,Alto,Frequente,0,2,6,1,0,0,3,2,1411.3200000000002
721,PJ,Residencial,10,6,7.583333333333333,23.5,Medio,Frequente,4,0,4,2,0,0,0,0,3650.5699999999997
722,PF,Residencial,9,4,9.425,18.5,Alto,Frequente,0,3,1,2,0,0,3,0,1083.1680000000001
723,PF,Residencial,10,6,8.6,23.0,Alto,Frequente,3,1,3,2,0,0,0,1,7439.424999999999
724,PJ,Residencial,12,5,6.68,24.0,Medio,Frequente,0,0,12,0,0,0,0,0,817.02
725,PF,Comercial,41,4,8.625,27.0,Alto,Constante,0,0,2,14,0,0,0,25,7140.1799999999985
726,PJ,Residencial,8,5,8.1,23.2,Alto,Frequente,2,0,4,2,0,0,0,0,2667.8100000000004
727,PF,Residencial,8,6,9.733333333333333,25.0,Alto,Frequente,2,1,4,1,0,0,0,0,3961.71
