id,id_cliente,id_equipamento,quantidade,horas_uso_diario,dias_uso_mes
1925,347,12,3,4.2,25
1926,347,11,3,6.3,16
1927,348,6,2,5.4,19
1928,348,8,1,8.5,29
1929,348,5,3,2.2,22
1930,348,13,2,4.7,28
1931,348,15,3,8.0,18
1932,348,2,3,1.3,24
1933,348,12,3,4.8,26
1934,349,17,7,2.2,15
1935,349,18,6,1.7,21
1936,349,13,7,2.1,20
1937,349,16,10,1.7,15
1938,349,8,11,5.0,30
1939,350,14,1,14.0,19
1940,350,4,2,1.8,19
1941,350,11,2,13.0,25
1942,350,9,1,9.6,20
1943,350,1,1,4.4,20
1944,350,15,1,10.1,26
1945,350,10,2,2.9,30
1946,351,12,10,8.3,16
1947,351,7,6,3.0,23
1948,351,8,5,12.5,20
1949,351,1,7,6.7,22
1950,351,9,13,1.9,24
1951,352,9,2,13.0,18
1952,352,3,1,7.7,21
1953,352,7,2,10.4,30
1954,353,8,3,4.8,24
1955,353,4,1,11.5,17
1956,353,10,2,9.1,15
1957,353,13,2,3.4,30
1958,353,2,1,5.7,29
1959,353,9,3,5.5,20
1960,353,15,3,8.4,15
1961,353,3,3,3.7,25
1962,354,1,2,5.9,20
1963,354,13,8,1.3,15
1964,354,9,7,8.6,26
1965,354,16,12,7.9,29
1966,354,7,3,10.1,15
1967,354,8,14,3.5,24
1968,354,12,14,10.4,15
1969,354,18,7,6.1,24
1970,355,15,1,4.0,25
1971,355,4,1,6.7,23
1972,355,8,2,11.1,21
1973,355,3,3,1.9,18
1974,355,9,3,5.5,26
1975,355,14,2,5.3,29
1976,355,1,1,2.9,20
1977,356,12,3,9.3,16
1978,356,18,6,11.7,24
1979,356,16,5,7.6,19
1980,356,13,3,8.6,29
1981,356,1,5,1.9,29
1982,357,18,11,12.6,22
1983,357,8,2,11.7,16
1984,357,13,2,2.3,16
1985,358,8,2,5.4,25
1986,358,4,1,3.0,24
1987,358,9,2,1.9,25
1988,359,9,2,1.8,24
1989,359,15,3,6.2,23
1990,359,7,3,11.2,20
1991,359,3,2,7.4,23
1992,359,5,1,11.8,18
1993,359,1,3,4.2,21
1994,359,11,2,12.2,27
1995,359,14,1,12.7,25
1996,360,11,1,10.6,17
1997,360,13,3,11.4,30
1998,360,3,2,4.0,18
1999,360,14,1,13.4,30
2000,360,12,1,9.9,16
2001,361,17,6,13.2,27
2002,361,8,11,6.7,16
2003,361,13,4,7.3,15
2004,361,16,9,5.2,26
2005,361,18,8,5.9,19
2006,362,10,2,5.9,19
2007,362,11,3,9.3,16
2008,362,9,2,8.3,24
2009,362,3,3,5.7,22
2010,362,2,2,2.5,24
2011,363,12,4,7.7,17
2012,363,16,14,9.4,20
2013,363,13,6,6.5,16
2014,363,7,13,1.9,21
2015,363,18,5,5.3,21
2016,363,1,14,1.3,23
2017,363,8,5,1.3,17
2018,363,9,11,7.0,30
2019,364,9,3,11.0,24
2020,364,13,4,12.7,18
2021,364,12,5,2.5,15
2022,364,16,9,3.7,21
2023,364,8,6,7.6,22
2024,364,18,12,12.9,28
2025,365,18,10,9.4,30
2026,365,8,9,2.9,16
2027,365,9,6,1.2,17
2028,365,16,5,2.0,23
2029,365,12,12,11.3,27
2030,365,7,14,7.7,30
2031,365,13,6,4.4,19
2032,366,11,2,6.6,30
2033,366,1,3,7.6,23
2034,366,2,3,6.1,29
2035,366,5,2,1.4,26
2036,367,9,6,9.4,16
2037,367,13,4,11.1,17
2038,367,8,5,13.8,17
2039,367,1,11,2.0,15
2040,368,13,8,10.4,21
2041,368,16,10,10.5,25
2042,368,17,12,11.7,30
2043,369,13,3,7.7,28
2044,369,6,3,1.5,26
2045,369,14,3,2.4,19
2046,369,11,1,10.0,27
2047,369,15,1,8.1,18
2048,369,9,1,2.2,25
2049,369,10,1,1.3,23
2050,369,12,1,8.6,30
2051,370,8,2,9.8,18
2052,370,12,1,11.3,21
2053,370,10,3,9.1,18
2054,370,2,2,7.9,18
2055,370,11,2,1.4,30
2056,370,13,3,4.8,19
2057,370,3,3,10.9,23
2058,371,8,14,10.8,28
2059,371,16,7,3.6,17
2060,371,18,14,11.3,16
2061,371,17,11,8.0,30
2062,371,13,2,9.6,22
2063,372,12,2,10.2,26
2064,372,13,1,11.6,23
2065,372,2,3,8.7,16
2066,372,11,3,12.8,24
2067,372,3,1,10.6,28
2068,372,9,3,13.3,19
2069,373,7,10,9.7,24
2070,373,8,8,1.1,28
2071,373,9,6,3.6,27
2072,373,1,14,3.3,26
2073,373,13,11,7.7,17
2074,374,5,3,13.5,30
2075,374,3,3,9.8,24
2076,374,13,3,11.5,29
2077,374,4,3,3.8,26
2078,374,11,2,13.9,25
2079,374,15,2,10.5,30
2080,374,14,1,10.3,23
2081,374,8,2,11.8,27
2082,375,15,2,1.4,22
2083,375,7,3,12.8,20
2084,375,11,3,7.1,24
2085,375,1,2,4.4,26
2086,375,2,1,5.8,29
2087,375,13,2,5.0,27
2088,375,6,1,1.3,15
2089,376,12,2,11.9,29
2090,376,18,5,11.7,15
2091,376,16,8,4.0,21
2092,376,9,13,4.9,29
2093,376,13,11,7.1,27
2094,376,8,8,11.7,28
2095,376,7,2,3.6,30
2096,376,1,9,11.9,27
2097,377,7,2,3.2,18
2098,377,13,3,10.6,27
2099,377,12,3,9.7,18
2100,377,3,3,8.6,15
2101,377,14,3,7.3,16
2102,377,11,2,5.7,19
2103,378,4,2,11.8,29
2104,378,6,3,9.2,18
2105,378,9,3,5.1,21
2106,378,3,1,12.3,30
2107,378,12,3,5.2,28
2108,378,1,3,1.4,28
2109,378,8,3,6.9,28
2110,379,7,2,3.3,28
2111,379,4,3,7.2,29
2112,379,3,2,1.4,15
2113,380,5,2,8.3,19
2114,380,13,1,13.6,24
2115,380,10,2,10.7,21
2116,380,7,3,10.6,29
2117,380,2,1,4.6,26
2118,381,5,2,12.3,20
2119,381,8,1,13.9,15
2120,381,7,3,4.9,29
2121,381,13,3,9.1,22
2122,381,14,1,1.0,26
2123,382,11,2,7.8,15
2124,382,6,1,4.4,26
2125,382,1,3,8.6,22
2126,382,8,3,2.9,27
2127,382,2,2,12.4,18
2128,383,13,14,11.5,20
2129,383,8,7,4.9,20
2130,383,17,4,4.6,18
2131,383,18,3,6.7,17
2132,384,5,3,3.1,26
2133,384,7,1,13.7,18
2134,384,11,1,6.4,29
2135,385,12,9,13.8,23
2136,385,13,7,7.3,29
2137,385,8,5,8.0,17
2138,385,7,4,9.2,28
2139,386,5,3,13.9,30
2140,386,12,3,9.4,25
2141,386,8,3,12.2,28
2142,387,16,9,9.1,18
2143,387,7,10,1.5,18
2144,387,8,10,2.5,18
2145,387,12,9,1.8,21
2146,387,9,11,4.7,22
2147,388,6,2,7.4,22
2148,388,1,1,4.3,20
2149,388,7,3,12.7,23
2150,388,3,3,8.2,21
2151,388,11,2,7.2,30
2152,388,5,2,12.9,29
2153,388,10,1,6.4,15
2154,389,17,10,7.2,28
2155,389,18,4,1.8,16
2156,389,16,8,6.6,22
2157,389,13,7,10.5,17
2158,390,10,1,4.9,18
2159,390,2,2,12.6,30
2160,390,15,1,13.1,19
2161,390,5,1,10.9,17
2162,391,7,3,10.5,27
2163,391,13,1,7.6,15
2164,391,9,2,9.9,21
2165,391,6,2,12.6,28
2166,391,1,3,10.1,27
2167,392,9,1,11.3,27
2168,392,15,1,4.4,18
2169,392,12,1,5.3,25
2170,392,14,3,7.2,20
2171,392,6,1,2.1,27
2172,392,11,2,6.4,23
2173,392,8,3,5.7,24
2174,393,5,1,1.3,16
2175,393,10,1,4.3,19
2176,393,13,2,13.0,23
2177,393,8,2,4.1,28
2178,393,2,2,3.4,21
2179,393,14,3,4.5,27
2180,393,1,3,7.7,27
2181,394,13,1,11.8,15
2182,394,14,2,6.6,24
2183,394,7,2,5.9,15
2184,395,10,1,8.5,20
2185,395,12,2,11.7,21
2186,395,2,1,5.7,20
2187,395,11,2,12.0,30
2188,396,13,10,12.8,26
2189,396,9,14,5.0,26
2190,396,1,3,4.7,19
2191,396,12,2,6.1,22
2192,396,7,12,6.6,22
2193,396,8,13,2.0,15
2194,397,4,2,9.0,27
2195,397,9,2,10.0,29
2196,397,14,3,12.9,28
2197,397,3,2,11.1,21
2198,397,11,2,6.2,24
2199,397,12,2,13.6,23
2200,397,8,2,11.8,15
2201,398,11,-2,11.2,24
2202,398,6,2,3.0,21
2203,398,5,2,8.8,17
2204,398,12,3,11.1,15
2205,399,12,7,11.5,19
2206,399,8,13,13.6,20
2207,399,16,10,3.4,26
2208,399,9,4,8.7,17
2209,400,18,4,10.2,30
2210,400,1,7,12.2,19
2211,400,13,4,11.7,19
2212,400,16,6,5.0,26
2213,400,8,8,12.5,23
2214,401,10,1,13.6,29
2215,401,14,2,4.5,20
2216,401,9,3,8.9,29
2217,401,6,1,11.3,18
2218,401,11,1,4.1,18
2219,401,7,1,10.1,24
2220,401,13,3,6.4,25
2221,402,2,3,2.3,19
2222,402,8,3,2.1,23
2223,402,12,2,7.1,16
2224,402,11,2,5.7,22
2225,402,9,3,7.5,25
2226,402,14,3,11.7,24
2227,402,13,2,9.1,20
2228,402,1,2,3.0,28
2229,403,15,2,4.8,28
2230,403,12,1,2.9,20
2231,403,1,1,3.2,29
2232,403,10,1,7.0,19
2233,403,5,1,1.2,22
2234,404,13,9,9.9,28
2235,404,12,4,7.0,24
2236,404,9,2,5.2,17
2237,404,7,12,13.5,23
2238,404,8,4,10.7,21
2239,404,1,14,6.4,19
2240,405,18,3,4.2,18
2241,405,12,2,4.1,19
2242,405,1,4,9.0,29
2243,405,13,11,7.9,27
2244,406,2,2,7.7,30
2245,406,10,3,4.6,21
2246,406,5,1,8.2,29
2247,406,9,1,6.8,21
2248,406,14,1,7.4,22
2249,406,13,1,8.1,26
2250,406,15,1,10.2,22
2251,406,12,3,9.8,20
2252,407,1,13,10.3,28
2253,407,16,6,1.6,26
2254,407,9,7,12.1,16
2255,407,18,5,4.9,20
2256,407,7,13,5.4,23
2257,407,13,4,13.5,21
2258,407,12,6,11.7,26
2259,408,8,4,9.6,19
2260,408,7,8,7.4,17
2261,408,12,14,6.0,28
2262,408,13,5,7.1,21
2263,408,16,12,9.4,18
2264,408,1,13,5.9,28
2265,409,13,3,6.1,20
2266,409,10,2,5.5,25
2267,409,7,2,3.5,18
2268,409,14,1,4.5,25
2269,410,12,8,12.6,16
2270,410,7,2,9.8,19
2271,410,1,11,3.1,19
2272,410,8,7,3.9,29
2273,410,16,8,7.3,18
2274,410,18,4,8.7,24
2275,410,9,10,7.4,27
2276,411,3,1,5.2,30
2277,411,9,2,6.4,29
2278,411,7,2,1.3,28
2279,411,1,3,8.0,29
2280,411,15,3,2.8,19
2281,412,5,2,9.0,30
2282,412,6,3,6.2,15
2283,412,7,2,7.8,30
2284,412,14,2,8.5,29
2285,412,3,3,3.9,19
2286,412,1,2,5.7,26
2287,412,2,1,6.8,25
2288,413,3,3,7.0,25
2289,413,6,1,6.1,21
2290,413,14,3,5.1,23
2291,414,7,2,4.2,23
2292,414,13,2,2.3,30
2293,414,9,1,3.8,27
2294,414,3,1,3.4,25
2295,414,11,3,6.7,29
2296,414,2,3,13.4,20
2297,415,4,2,1.5,16
2298,415,3,2,3.9,30
2299,415,12,3,12.4,22
2300,416,16,11,1.3,17
2301,416,18,2,4.4,28
2302,416,8,6,11.8,28
2303,416,13,3,10.5,30
2304,416,17,9,9.6,21
2305,417,12,2,9.8,15
2306,417,5,2,7.6,24
2307,417,3,2,10.0,16
2308,417,4,1,5.8,22
2309,417,1,1,3.3,18
2310,418,10,1,6.1,25
2311,418,8,1,4.0,22
2312,418,6,1,9.5,20
2313,419,3,3,5.4,15
2314,419,8,2,1.6,19
2315,419,11,1,10.2,27
2316,419,10,1,11.3,21
2317,419,2,1,8.6,23
2318,419,14,2,7.3,25
2319,420,17,4,3.8,20
2320,420,13,14,10.7,27
2321,420,16,13,3.6,29
2322,421,7,2,5.5,29
2323,421,5,1,5.4,19
2324,421,14,3,9.7,24
2325,421,4,1,9.7,20
2326,422,13,2,8.0,18
2327,422,11,1,5.2,23
2328,422,4,3,4.3,19
2329,422,7,2,13.3,30
2330,422,9,3,3.0,19
2331,422,2,2,7.4,16
2332,423,11,3,4.0,19
2333,423,8,3,5.7,19
2334,423,2,2,7.6,28
2335,423,7,1,8.5,28
2336,423,5,2,9.5,18
2337,424,12,3,7.5,23
2338,424,15,2,9.1,22
2339,424,11,1,4.6,25
2340,424,13,1,10.2,30
2341,425,8,9,5.4,23
2342,425,18,9,7.6,26
2343,425,13,10,3.6,16
2344,425,17,14,9.4,22
2345,425,16,3,1.9,30
2346,426,18,6,5.0,17
2347,426,17,14,8.1,20
2348,426,13,5,2.1,16
2349,426,16,14,8.2,20
2350,426,8,5,7.7,26
2351,427,9,2,3.8,17
2352,427,7,3,5.1,22
2353,427,5,3,8.7,21
2354,427,12,2,4.9,23
2355,427,13,3,6.4,19
2356,428,13,13,3.6,29
2357,428,8,3,9.1,26
2358,428,17,3,1.8,26
2359,429,18,2,2.4,21
2360,429,12,11,11.5,17
2361,429,1,4,4.3,18
2362,429,8,8,4.9,22
2363,429,16,12,6.5,27
2364,430,8,6,9.6,25
2365,430,18,8,5.2,15
2366,430,1,3,9.8,16
2367,430,16,12,13.1,29
2368,430,7,12,14.0,26
2369,431,11,2,5.1,17
2370,431,8,1,7.3,29
2371,431,13,3,12.6,30
2372,431,7,2,12.9,20
2373,431,6,3,10.4,20
2374,431,2,3,6.1,25
2375,431,5,3,3.1,18
2376,431,10,2,6.8,28
2377,432,1,3,1.6,23
2378,432,7,1,9.8,19
2379,432,3,3,9.0,23
2380,432,13,-2,7.2,23
2381,432,2,3,5.7,29
2382,433,11,3,13.3,25
2383,433,12,3,12.4,17
2384,433,8,2,5.6,18
2385,433,14,2,9.8,16
2386,433,10,1,4.3,24
2387,434,8,8,10.1,29
2388,434,1,5,12.8,26
2389,434,7,4,7.0,16
2390,434,18,5,2.9,23
2391,434,12,2,11.8,17
2392,434,9,13,4.5,21
2393,434,13,4,6.4,26
2394,434,16,13,11.4,26
2395,435,9,1,1.5,15
2396,435,10,2,6.3,22
2397,435,3,1,1.3,27
2398,435,2,1,12.3,30
2399,435,1,3,8.7,28
2400,435,5,1,13.2,19
2401,435,7,2,10.3,29
2402,435,8,3,2.2,20
2403,436,11,3,13.5,16
2404,436,8,2,11.3,16
2405,436,4,3,4.6,28
2406,436,1,1,11.6,26
2407,436,3,3,5.3,28
2408,436,12,1,6.0,20
2409,436,15,1,12.8,16
2410,437,6,2,1.9,22
2411,437,15,2,5.6,29
2412,437,13,2,5.1,27
2413,437,2,3,9.2,26
2414,437,5,2,12.7,30
2415,438,12,14,11.6,23
2416,438,18,14,6.7,18
2417,438,13,6,3.7,17
2418,438,16,6,9.2,19
2419,438,8,12,10.4,20
2420,438,9,10,6.2,24
2421,439,10,2,9.9,24
2422,439,14,3,11.0,21
2423,439,11,1,3.7,28
2424,439,12,1,9.1,15
2425,439,5,2,3.1,17
2426,439,4,2,11.2,23
2427,439,7,1,3.1,25
2428,439,9,3,6.4,30
2429,440,18,8,5.2,26
2430,440,13,4,10.9,22
2431,440,9,7,7.9,29
2432,440,1,2,3.7,30
2433,440,7,11,12.0,22
2434,440,12,8,13.3,24
2435,440,16,11,8.7,27
2436,440,8,12,13.7,27
2437,441,17,6,8.4,24
2438,441,13,9,5.2,17
2439,441,8,11,4.7,23
2440,442,7,3,7.7,26
2441,442,2,1,11.7,15
2442,442,9,2,13.8,19
2443,442,3,3,6.7,22
2444,443,1,8,1.6,21
2445,443,8,14,4.2,15
2446,443,7,6,6.6,28
2447,443,13,4,1.9,16
2448,444,15,3,11.9,27
2449,444,4,3,1.4,19
2450,444,1,3,7.0,20
2451,444,9,2,9.7,20
2452,445,18,12,4.0,20
2453,445,7,12,13.5,25
2454,445,8,7,8.7,25
2455,445,16,10,12.7,22
2456,445,9,8,5.3,28
2457,445,1,6,1.3,30
2458,446,2,2,9.3,30
2459,446,10,2,7.9,27
2460,446,13,2,10.9,21
2461,446,7,3,2.8,27
2462,446,11,1,4.7,29
2463,447,18,5,12.6,27
2464,447,1,9,3.9,24
2465,447,9,8,9.0,16
2466,447,12,5,10.2,20
2467,447,7,6,5.1,22
2468,447,13,6,10.5,21
2469,447,16,14,1.1,23
2470,448,12,5,8.1,16
2471,448,8,4,1.3,18
2472,448,9,10,13.4,22
2473,448,7,13,10.2,19
2474,449,16,9,11.9,17
2475,449,8,2,9.6,29
2476,449,13,6,9.3,22
2477,449,17,3,12.2,29
2478,449,18,14,9.9,23
2479,450,9,7,11.8,28
2480,450,16,14,13.0,15
2481,450,1,2,7.5,24
2482,450,12,9,3.0,16
2483,451,5,1,12.2,15
2484,451,15,2,1.1,30
2485,451,12,3,8.8,22
2486,451,2,3,2.4,29
2487,451,13,3,10.8,28
2488,452,1,4,4.2,29
2489,452,13,7,6.5,30
2490,452,12,2,5.5,24
2491,452,8,9,13.1,20
2492,452,9,11,11.4,24
2493,453,16,3,6.5,15
2494,453,12,11,8.9,17
2495,453,7,11,4.7,22
2496,453,13,14,1.6,18
2497,453,8,3,1.1,26
2498,453,1,11,9.5,27
2499,453,18,7,9.2,21
2500,454,10,2,3.5,28
2501,454,6,1,7.6,18
2502,454,5,2,2.6,18
2503,454,13,2,1.9,23
2504,455,12,1,13.2,18
2505,455,14,2,11.8,21
2506,455,15,1,8.7,25
2507,456,17,14,7.0,23
2508,456,16,2,7.6,29
2509,456,8,3,5.3,20
2510,457,12,4,9.2,22
2511,457,9,9,10.2,21
2512,457,7,10,10.9,29
2513,457,1,14,11.7,24
2514,457,16,8,1.3,19
2515,457,13,5,13.8,18
2516,457,8,5,4.0,26
2517,457,18,3,8.3,15
2518,458,8,2,9.9,27
2519,458,12,8,9.4,20
2520,458,7,12,1.8,17
2521,458,18,13,14.0,29
2522,458,13,13,10.1,18
2523,458,1,9,8.9,21
2524,458,9,13,5.1,26
2525,459,13,1,10.4,27
2526,459,1,3,13.6,19
2527,459,6,3,8.1,26
2528,460,13,5,9.8,18
2529,460,18,7,5.6,24
2530,460,9,7,3.1,23
2531,460,16,12,5.4,25
2532,460,12,8,8.8,20
2533,460,7,8,6.0,18
2534,460,1,13,5.9,21
2535,460,8,5,11.4,19
2536,461,14,2,12.7,16
2537,461,13,1,6.1,20
2538,461,8,2,12.8,16
2539,462,12,11,7.3,15
2540,462,13,5,6.5,30
2541,462,8,6,13.3,20
2542,462,9,11,13.4,22
2543,462,1,8,10.4,27
2544,462,7,5,9.8,21
2545,462,16,10,8.3,16
2546,463,7,3,2.3,19
2547,463,1,2,4.6,21
2548,463,14,1,2.1,21
2549,463,2,3,12.8,24
2550,463,13,1,13.3,28
2551,463,10,2,11.5,26
2552,463,15,2,4.3,21
2553,464,1,9,7.1,27
2554,464,16,7,5.4,15
2555,464,18,6,12.3,18
2556,464,13,12,7.7,15
2557,464,12,7,9.5,30
2558,464,9,9,5.1,25
2559,464,7,3,10.1,18
2560,464,8,12,9.3,17
2561,465,17,7,12.1,24
2562,465,18,6,11.4,30
2563,465,8,4,3.8,21
2564,465,13,7,1.5,16
2565,466,14,2,2.0,22
2566,466,3,3,10.1,28
2567,466,12,1,12.1,23
2568,467,16,2,13.8,20
2569,467,18,9,6.7,25
2570,467,13,9,1.3,21
2571,467,8,8,7.8,23
2572,468,13,1,4.9,26
2573,468,6,3,14.0,25
2574,468,14,2,11.3,27
2575,468,7,2,5.0,18
2576,468,1,1,9.9,27
2577,468,8,2,5.4,23
2578,469,13,8,2.5,17
2579,469,8,3,5.7,27
2580,469,9,3,12.5,29
2581,469,12,10,10.7,19
2582,469,7,14,11.6,20
2583,469,16,11,10.8,23
2584,470,16,10,1.6,27
2585,470,8,4,13.1,25
2586,470,18,12,2.2,26
2587,470,9,4,7.4,20
2588,470,13,11,5.5,29
2589,470,12,3,6.0,18
2590,470,1,3,1.9,15
2591,471,5,2,10.8,26
2592,471,13,3,1.8,18
2593,471,14,2,13.7,19
2594,471,8,1,11.7,25
2595,472,12,6,7.2,19
2596,472,18,4,10.2,16
2597,472,9,5,9.4,22
2598,472,16,14,4.8,25
2599,472,7,13,6.7,15
2600,473,13,8,4.2,30
2601,473,18,2,7.9,27
2602,473,8,5,10.8,15
2603,473,7,8,13.2,30
2604,473,12,3,5.3,29
2605,473,16,7,13.3,18
2606,474,5,1,7.7,30
2607,474,14,3,13.5,16
2608,474,9,3,13.8,24
2609,474,4,2,2.7,30
2610,474,2,1,12.2,26
2611,474,10,3,4.8,23
2612,474,12,1,10.3,26
2613,475,13,3,7.1,26
2614,475,6,3,1.9,16
2615,475,3,2,14.0,15
2616,475,2,1,4.8,22
2617,475,10,3,9.7,27
2618,475,7,2,2.5,17
2619,476,18,8,10.8,26
2620,476,1,5,4.1,16
2621,476,13,14,8.4,19
2622,476,7,5,8.4,27
2623,476,16,5,9.5,18
2624,476,8,8,3.5,27
2625,477,1,11,14.0,24
2626,477,8,8,10.6,21
2627,477,9,8,9.2,28
2628,477,12,3,4.4,22
2629,477,18,9,9.0,15
2630,477,13,7,6.5,23
2631,477,7,9,9.1,29
2632,477,16,4,13.6,23
2633,478,1,12,11.3,22
2634,478,8,10,12.8,23
2635,478,13,3,11.5,27
2636,478,16,2,11.3,22
2637,478,12,12,2.1,21
2638,478,18,14,9.2,28
2639,478,9,11,13.8,17
2640,478,7,2,5.3,22
2641,479,7,2,2.8,18
2642,479,12,11,10.1,18
2643,479,13,14,7.1,28
2644,479,18,12,99.0,15
2645,479,8,2,13.5,15
2646,479,9,7,9.4,25
2647,479,16,6,5.6,17
2648,480,13,1,9.9,26
2649,480,6,2,10.1,17
2650,480,12,3,11.1,20
2651,481,7,13,12.5,28
2652,481,8,11,2.7,25
2653,481,12,12,1.6,29
2654,481,1,13,4.2,28
2655,481,9,14,9.9,19
2656,481,16,10,3.3,28
2657,481,13,14,12.3,15
2658,481,18,9,12.1,21
2659,482,13,2,2.2,30
2660,482,11,3,4.1,19
2661,482,6,2,13.0,21
2662,482,15,1,5.3,27
2663,483,7,3,12.9,25
2664,483,15,1,12.0,21
2665,483,1,1,3.6,30
2666,483,14,1,6.9,29
2667,483,9,1,6.8,15
2668,483,4,1,9.8,29
2669,483,10,3,5.8,17
2670,483,11,3,6.6,16
2671,484,11,3,3.3,21
2672,484,2,3,2.3,27
2673,484,6,3,13.5,27
2674,484,1,2,13.7,22
2675,484,12,2,12.4,21
2676,484,3,2,13.2,23
2677,484,13,2,12.6,17
2678,484,10,1,10.4,24
2679,485,12,3,3.9,30
2680,485,6,1,4.4,23
2681,485,11,3,11.9,24
2682,485,1,2,1.9,22
2683,485,15,3,8.5,29
2684,486,7,3,1.6,25
2685,486,5,3,10.8,21
2686,486,8,2,3.6,30
2687,486,4,1,7.0,25
2688,486,9,3,1.3,28
2689,486,1,3,6.1,30
2690,486,10,3,11.5,19
2691,487,8,2,2.6,17
2692,487,6,3,1.4,25
2693,487,11,3,13.7,20
2694,487,5,3,5.2,16
2695,488,7,13,10.4,28
2696,488,9,3,6.7,27
2697,488,12,9,1.4,15
2698,488,1,8,8.2,28
2699,488,18,3,3.6,17
2700,488,8,14,1.7,15
2701,488,13,6,6.7,19
2702,488,16,14,4.5,20
2703,489,6,1,2.5,16
2704,489,4,1,2.5,16
2705,489,8,3,9.9,16
2706,489,13,2,4.9,19
2707,489,11,2,3.4,18
2708,490,11,2,4.9,19
2709,490,1,2,3.0,21
2710,490,14,2,13.0,28
2711,490,8,3,13.9,19
2712,490,12,2,9.0,18
2713,490,3,1,4.6,22
2714,490,10,1,2.5,25
2715,490,5,3,10.9,24
2716,491,8,2,13.4,22
2717,491,4,1,10.6,20
2718,491,6,1,6.5,21
2719,491,13,3,1.9,20
2720,491,15,3,3.8,26
2721,491,7,3,7.8,29
2722,491,11,2,11.9,24
2723,492,13,3,1.5,30
2724,492,8,1,9.6,27
2725,492,12,3,6.1,21
2726,492,9,3,11.5,29
2727,492,15,1,12.6,17
2728,492,10,1,6.4,15
2729,492,14,3,10.3,27
2730,492,11,3,9.0,18
2731,493,13,1,3.1,30
2732,493,3,1,9.8,22
2733,493,2,1,3.3,19
2734,494,15,2,13.9,17
2735,494,10,1,7.4,28
2736,494,6,2,1.1,24
2737,494,14,1,8.1,20
2738,494,13,2,3.2,20
2739,494,4,2,2.3,22
2740,495,7,10,9.0,23
2741,495,8,4,2.4,20
2742,495,12,10,7.2,26
2743,495,13,5,11.0,20
2744,495,18,14,5.3,22
2745,495,9,5,2.3,18
2746,496,7,4,13.6,23
2747,496,13,4,11.1,21
2748,496,16,6,8.0,30
2749,496,8,2,8.7,28
2750,497,7,11,6.7,18
2751,497,8,5,6.8,15
2752,497,12,2,3.2,29
2753,497,13,3,9.4,20
2754,497,1,7,3.2,23
2755,497,9,6,13.5,29
2756,497,18,12,2.0,28
2757,498,1,3,3.8,30
2758,498,6,2,11.1,28
2759,498,12,2,5.9,15
2760,499,4,1,13.3,30
2761,499,6,2,5.5,25
2762,499,12,2,12.8,16
2763,499,7,3,7.6,23
2764,499,9,1,10.4,22
2765,500,7,4,6.2,24
2766,500,1,6,12.8,16
2767,500,8,10,13.6,19
2768,500,9,3,1.1,21
2769,500,12,9,11.3,28
2770,501,9,3,10.0,17
2771,501,13,3,13.7,22
2772,501,8,1,12.0,15
2773,501,12,1,12.2,16
2774,501,3,1,3.0,26
2775,502,11,2,11.5,30
2776,502,5,2,2.9,22
2777,502,4,2,11.1,23
2778,502,13,3,2.0,26
2779,502,8,3,2.9,15
2780,502,14,1,6.5,29
2781,502,10,3,1.7,27
2782,503,12,3,7.4,22
2783,503,11,1,1.2,15
2784,503,7,1,9.9,25
2785,503,8,1,9.6,26
2786,503,2,1,11.8,27
2787,504,14,3,1.6,19
2788,504,4,3,13.6,19
2789,504,6,3,12.4,18
2790,504,12,2,13.6,16
2791,504,11,1,2.3,25
2792,504,9,2,8.5,15
2793,505,11,2,9.4,22
2794,505,7,3,1.6,18
2795,505,3,1,8.3,29
2796,505,10,3,7.3,22
2797,506,8,1,10.0,16
2798,506,3,2,11.3,20
2799,506,15,2,8.4,16
2800,506,11,3,2.9,28
2801,507,4,3,8.2,18
2802,507,9,3,10.2,25
2803,507,1,1,4.8,16
2804,508,12,3,3.7,21
2805,508,15,2,1.8,23
2806,508,5,1,11.3,17
2807,509,8,10,8.0,26
2808,509,12,13,10.3,28
2809,509,1,8,5.0,19
2810,509,18,3,5.9,21
2811,509,9,12,99.0,27
2812,509,16,4,6.2,17
2813,509,7,6,3.0,19
2814,510,18,5,12.6,27
2815,510,9,4,12.7,18
2816,510,8,14,8.7,29
2817,510,1,8,1.0,29
2818,510,7,8,5.3,19
2819,510,12,10,5.3,25
2820,511,7,5,2.2,21
2821,511,1,12,6.5,20
2822,511,8,13,3.8,28
2823,511,18,11,2.3,27
2824,511,13,6,9.8,22
2825,511,16,5,10.5,26
2826,511,12,10,7.8,29
2827,511,9,14,13.9,24
2828,512,13,4,11.1,27
2829,512,7,8,9.8,17
2830,512,9,4,6.0,18
2831,512,18,11,4.7,15
2832,512,16,7,2.7,23
2833,513,18,14,5.5,27
2834,513,13,14,8.0,17
2835,513,16,11,2.3,19
2836,513,17,10,6.0,30
2837,513,8,5,12.8,17
2838,514,1,1,4.6,20
2839,514,9,3,11.4,15
2840,514,4,3,7.2,20
2841,514,6,2,6.0,17
2842,514,10,1,8.8,18
2843,514,5,2,11.1,25
2844,514,7,3,3.3,28
2845,515,13,1,13.2,17
2846,515,3,2,2.3,29
2847,515,2,1,7.2,19
2848,515,7,1,2.0,17
2849,515,11,2,1.4,27
2850,515,15,3,10.3,28
2851,515,5,2,10.4,27
2852,515,4,3,10.3,23
2853,516,6,1,6.9,29
2854,516,3,2,4.0,17
